"Order Date","Customer Name","State","Category","Sub-Category","Product Name","Sales","Quantity","Profit"
"12/23/2017","Gary Zandusky","California","Office Supplies","Art","Binney & Smith Crayola Metallic Crayons, 16-Color Pack",13.48,4,5.9312
"10/22/2016","Peter McVee","Michigan","Furniture","Furnishings","Eldon 200 Class Desk Accessories",31.4,5,10.048
"4/29/2014","Lauren Leatherbury","New York","Furniture","Furnishings","Dax Clear Box Frame",17.46,2,5.9364
"4/25/2015","Jill Stevenson","California","Office Supplies","Binders","Fellowes Black Plastic Comb Bindings",13.944,3,4.5318
"6/26/2017","Olvera Toch","California","Office Supplies","Storage","Eldon Shelf Savers Cubes and Bins",83.76,12,1.6752
"10/14/2017","Ed Ludwig","Maryland","Office Supplies","Binders","Acco PRESSTEX Data Binder with Storage Hooks, Dark Blue, 14 7/8"" X 11""",37.66,7,18.4534
"12/9/2014","Cyma Kinney","California","Office Supplies","Paper","Xerox 1987",34.68,6,16.9932
"6/20/2017","Jeremy Ellison","New York","Technology","Accessories","Anker Ultrathin Bluetooth Wireless Keyboard Aluminum Cover with Stand",149.95,5,14.995
"6/20/2017","Jeremy Ellison","New York","Office Supplies","Binders","Acco D-Ring Binder w/DublLock",51.312,3,18.6006
"6/26/2017","Tracy Hopkins","Michigan","Office Supplies","Paper","Ampad Poly Cover Wirebound Steno Book, 6"" x 9"" Assorted Colors, Gregg Ruled",4.54,1,2.043
"6/26/2017","Tracy Hopkins","Michigan","Office Supplies","Art","Fluorescent Highlighters by Dixon",15.92,4,5.4128
"6/26/2017","Tracy Hopkins","Michigan","Technology","Phones","Nortel Networks T7316 E Nt8 B27",543.92,8,135.98
"11/10/2016","Pamela Coakley","California","Office Supplies","Storage","File Shuttle I and Handi-File",155.82,7,42.0714
"11/10/2016","Pamela Coakley","California","Office Supplies","Binders","Binding Machine Supplies",70.008,3,24.5028
"10/3/2016","Hunter Lopez","Texas","Office Supplies","Envelopes","Staple envelope",15.648,2,5.0856
"9/9/2014","Maribeth Schnelling","Michigan","Office Supplies","Labels","Alphabetical Labels for Top Tab Filing",103.6,7,51.8
"10/29/2017","George Bell","New York","Office Supplies","Paper","Things To Do Today Pad",46.96,8,22.5408
"4/10/2016","Justin Ritter","Ohio","Office Supplies","Binders","Wilson Jones Hanging Recycled Pressboard Data Binders",8.904,2,-6.5296
"11/11/2017","Tamara Dahlen","Texas","Office Supplies","Labels","Permanent Self-Adhesive File Folder Labels for Typewriters by Universal",10.44,5,3.393
"11/11/2017","Tamara Dahlen","Texas","Office Supplies","Binders","Deluxe Heavy-Duty Vinyl Round Ring Binder",18.336,4,-32.088
"9/15/2017","Dave Brooks","Illinois","Technology","Phones","Avaya 5420 Digital phone",323.976,3,20.2485
"4/8/2016","Logan Currie","California","Office Supplies","Paper","Xerox 1923",20.04,3,9.6192
"4/8/2016","Logan Currie","California","Office Supplies","Storage","Fellowes Neat Ideas Storage Cubes",64.96,2,2.5984
"4/8/2016","Logan Currie","California","Office Supplies","Paper","Xerox 1931",12.96,2,6.2208
"12/30/2017","Patrick O'Donnell","New York","Furniture","Bookcases","Bush Westfield Collection Bookcases, Fully Assembled",323.136,4,12.1176
"12/30/2017","Patrick O'Donnell","New York","Technology","Phones","Gear Head AU3700S Headset",90.93,7,2.7279
"12/30/2017","Patrick O'Donnell","New York","Office Supplies","Binders","Wilson Jones Legal Size Ring Binders",52.776,3,19.791
"9/2/2017","Bill Eplett","Michigan","Technology","Phones","Polycom CX600 IP Phone VoIP phone",1199.8,4,323.946
"9/2/2017","Bill Eplett","Michigan","Technology","Accessories","Maxell iVDR EX 500GB Cartridge",1928.78,7,829.3754
"9/2/2017","Bill Eplett","Michigan","Office Supplies","Storage","Fellowes High-Stak Drawer Files",352.38,2,81.0474
"5/31/2015","Sample Company A","Connecticut","Furniture","Furnishings","3M Hangers With Command Adhesive",22.2,6,9.102
"11/27/2017","Brian Moss","Wisconsin","Furniture","Furnishings","Howard Miller 13"" Diameter Goldtone Round Wall Clock",46.94,1,19.2454
"11/27/2017","Brian Moss","Wisconsin","Technology","Accessories","Memorex Mini Travel Drive 16 GB USB 2.0 Flash Drive",143.73,9,56.0547
"6/15/2014","Kelly Lampkin","Texas","Furniture","Tables","Lesro Sheffield Collection Coffee Table, End Table, Center Table, Corner Table",99.918,2,-18.5562
"6/15/2014","Kelly Lampkin","Texas","Furniture","Chairs","Global Commerce Series High-Back Swivel/Tilt Chairs",797.944,4,-56.996
"6/15/2014","Kelly Lampkin","Texas","Office Supplies","Binders","Avery Premier Heavy-Duty Binder with Round Locking Rings",8.568,3,-14.5656
"3/5/2016","Rob Williams","Texas","Office Supplies","Envelopes","Cameo Buff Policy Envelopes",149.352,3,50.4063
"3/5/2016","Rob Williams","Texas","Office Supplies","Storage","Acco Perma 4000 Stacking Storage Drawers",12.992,1,-0.812
"12/5/2014","Roy Collins","Virginia","Office Supplies","Storage","Recycled Eldon Regeneration Jumbo File",24.56,2,6.8768
"4/11/2015","Sanjit Engle","New York","Technology","Accessories","Maxell 4.7GB DVD-R",85.14,3,34.9074
"4/11/2015","Sanjit Engle","New York","Technology","Phones","OtterBox Commuter Series Case - iPhone 5 & 5s",21.99,1,10.5552
"4/11/2015","Sanjit Engle","New York","Office Supplies","Appliances","Kensington 4 Outlet MasterPiece Compact Power Control Center",406.6,5,113.848
"9/15/2016","Adam Hart","New York","Office Supplies","Binders","GBC DocuBind 300 Electric Binding Machine",841.568,2,294.5488
"9/13/2014","Jessica Myrick","Pennsylvania","Office Supplies","Paper","Xerox 1985",15.552,3,5.4432
"9/13/2014","Jessica Myrick","Pennsylvania","Technology","Accessories","Hypercom P1300 Pinpad",252,5,53.55
"10/5/2015","Joel Jenkins","Virginia","Office Supplies","Art","Newell 324",46.2,4,12.936
"10/5/2015","Joel Jenkins","Virginia","Office Supplies","Appliances","Holmes Odor Grabber",28.84,2,9.5172
"4/14/2017","Alan Barnes","Ohio","Office Supplies","Art","Zebra Zazzle Fluorescent Highlighters",14.592,3,2.5536
"4/14/2017","Alan Barnes","Ohio","Office Supplies","Art","Sanford Prismacolor Professional Thick Lead Art Pencils, 36-Color Set",89.856,3,21.3408
"4/14/2017","Alan Barnes","Ohio","Office Supplies","Paper","Xerox 196",13.872,3,5.0286
"9/2/2017","Ralph Kennedy","Pennsylvania","Office Supplies","Paper","RSVP Cards & Envelopes, Blank White, 8-1/2"" X 11"", 24 Cards/25 Envelopes/Set",12.192,3,4.1148
"6/20/2016","Catherine Glotzbach","Pennsylvania","Office Supplies","Paper","Wirebound Message Books, 2 7/8"" x 5"", 3 Forms per Page",45.056,8,15.2064
"6/20/2016","Catherine Glotzbach","Pennsylvania","Office Supplies","Binders","JM Magazine Binder",29.718,6,-21.7932
"6/20/2016","Catherine Glotzbach","Pennsylvania","Office Supplies","Paper","Xerox 202",15.552,3,5.4432
"6/20/2016","Catherine Glotzbach","Pennsylvania","Office Supplies","Appliances","Sanyo 2.5 Cubic Foot Mid-Size Office Refrigerators",447.696,2,33.5772
"11/5/2017","Ruben Ausman","New Mexico","Technology","Accessories","NETGEAR AC1750 Dual Band Gigabit Smart WiFi Router",159.99,1,54.3966
"12/13/2015","Rachel Payne","California","Office Supplies","Paper","Xerox 213",12.96,2,6.2208
"12/13/2015","Rachel Payne","California","Office Supplies","Appliances","Fellowes 8 Outlet Superior Workstation Surge Protector w/o Phone/Fax/Modem Protection",134.48,4,34.9648
"6/19/2016","Karen Carlisle","California","Office Supplies","Paper","Message Book, Standard Line ""While You Were Out"", 5 1/2"" X 4"", 200 Sets/Book",17.12,2,8.0464
"12/13/2016","Rob Williams","California","Office Supplies","Binders","Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Dark Blue",6.096,2,2.2098
"12/13/2016","Rob Williams","California","Furniture","Tables","Bretford CR4500 Series Slim Rectangular Table",1114.272,4,41.7852
"5/29/2015","John Lucas","Washington","Office Supplies","Paper","Xerox 1894",32.4,5,15.552
"5/29/2015","John Lucas","Washington","Office Supplies","Storage","Standard Rollaway File with Lock",540.57,3,140.5482
"5/29/2015","John Lucas","Washington","Office Supplies","Binders","Avery Trapezoid Extra Heavy Duty 4"" Binders",167.76,5,62.91
"7/26/2015","Cynthia Arntzen","Arizona","Furniture","Tables","Bevis Boat-Shaped Conference Table",393.165,3,-204.4458
"11/28/2017","Ross Baird","Pennsylvania","Furniture","Furnishings","Deflect-o RollaMat Studded, Beveled Mat for Medium Pile Carpeting",516.488,7,-12.9122
"11/28/2017","Ross Baird","Pennsylvania","Furniture","Furnishings","Luxo Professional Fluorescent Magnifier Lamp with Clamp-Mount Base",1007.232,6,75.5424
"11/28/2017","Ross Baird","Pennsylvania","Furniture","Tables","Riverside Furniture Oval Coffee Table, Oval End Table, End Table with Drawer",2065.32,12,-619.596
"11/28/2017","Ross Baird","Pennsylvania","Office Supplies","Paper","Xerox 210",15.552,3,5.4432
"11/28/2017","Ross Baird","Pennsylvania","Office Supplies","Paper","Xerox 4200 Series MultiUse Premium Copy Paper (20Lb. and 84 Bright)",25.344,6,7.92
"4/3/2017","Katherine Hughes","Pennsylvania","Furniture","Furnishings","Staple-based wall hangings",25.472,4,7.6416
"12/28/2017","Greg Hansen","Texas","Office Supplies","Art","Stanley Bostitch Contemporary Electric Pencil Sharpeners",27.168,2,2.7168
"12/28/2017","Greg Hansen","Texas","Furniture","Bookcases","Bush Westfield Collection Bookcases, Medium Cherry Finish",78.8528,2,-11.596
"11/30/2017","Scott Williamson","Mississippi","Office Supplies","Storage","Home/Office Personal File Carts",173.8,5,43.45
"5/15/2017","Joseph Airdo","Arizona","Technology","Phones","Logitech B530 USB Headset - headset - Full size, Binaural",29.592,1,2.5893
"5/15/2017","Joseph Airdo","Arizona","Office Supplies","Binders","Avery Durable Slant Ring Binders",4.752,2,-3.168
"5/15/2017","Joseph Airdo","Arizona","Office Supplies","Paper","Universal Ultra Bright White Copier/Laser Paper, 8 1/2"" x 11"", Ream",15.552,3,5.6376
"9/22/2015","Daniel Lacy","California","Furniture","Furnishings","Luxo Professional Combination Clamp-On Lamps",204.6,2,53.196
"11/14/2017","Lindsay Williams","California","Furniture","Chairs","Global Leather Highback Executive Chair with Pneumatic Height Adjustment, Black",321.568,2,28.1372
"11/27/2015","Thomas Brumley","Arkansas","Office Supplies","Binders","Zipper Ring Binder Pockets",6.24,2,3.0576
"9/1/2016","Cynthia Voltz","California","Office Supplies","Envelopes","White Business Envelopes with Contemporary Seam, Recycled White Business Envelopes",21.88,2,10.94
"9/22/2014","Maribeth Schnelling","Florida","Office Supplies","Labels","Avery File Folder Labels",4.608,2,1.6704
"4/9/2017","Bryan Spruell","New York","Office Supplies","Labels","Color-Coded Legal Exhibit Labels",9.82,2,4.8118
"4/9/2017","Bryan Spruell","New York","Office Supplies","Art","Bulldog Vacuum Base Pencil Sharpener",35.97,3,9.7119
"4/9/2017","Bryan Spruell","New York","Office Supplies","Paper","Xerox 212",12.96,2,6.2208
"4/9/2017","Bryan Spruell","New York","Office Supplies","Paper","Computer Printout Paper with Letter-Trim Fine Perforations",191.6,4,91.968
"4/9/2017","Bryan Spruell","New York","Office Supplies","Labels","Avery File Folder Labels",8.64,3,4.2336
"4/9/2017","Bryan Spruell","New York","Office Supplies","Storage","Office Impressions Heavy Duty Welded Shelving & Multimedia Storage Drawers",501.81,3,0
"1/16/2014","Delfina Latchford","Pennsylvania","Furniture","Furnishings","DAX Black Cherry Wood-Tone Poster Frame",127.104,6,28.5984
"1/16/2014","Delfina Latchford","Pennsylvania","Technology","Phones","AT&T 841000 Phone",124.2,3,-31.05
"1/16/2014","Delfina Latchford","Pennsylvania","Office Supplies","Binders","GBC Linen Binding Covers",18.588,2,-13.6312
"1/16/2014","Delfina Latchford","Pennsylvania","Office Supplies","Labels","Round Specialty Laser Printer Labels",30.072,3,10.1493
"10/5/2017","Phillina Ober","New York","Technology","Phones","Motorola HK250 Universal Bluetooth Headset",160.93,7,3.2186
"10/5/2017","Phillina Ober","New York","Office Supplies","Binders","Tuf-Vin Binders",75.792,3,25.5798
"7/9/2017","Tamara Dahlen","Oregon","Office Supplies","Binders","Wilson Jones Easy Flow II Sheet Lifters",1.08,2,-0.792
"1/7/2017","Bart Watters","Michigan","Technology","Machines","Lexmark MX611dhe Monochrome Laser Printer",3059.982,2,679.996
"5/30/2016","Robert Waldorf","North Carolina","Office Supplies","Binders","Angle-D Ring Binders",3.282,2,-2.6256
"12/9/2015","Ken Brennan","Indiana","Office Supplies","Paper","Xerox 188",34.02,3,16.6698
"10/3/2016","Emily Burns","New York","Furniture","Chairs","Office Star - Contemporary Task Swivel Chair",599.292,6,93.2232
"11/11/2014","Tracy Zic","Colorado","Office Supplies","Art","BIC Brite Liner Grip Highlighters, Assorted, 5/Pack",3.392,1,0.8056
"11/11/2014","Tracy Zic","Colorado","Technology","Phones","Samsung Galaxy S III - 16GB - pebble blue (T-Mobile)",559.984,2,55.9984
"11/11/2014","Tracy Zic","Colorado","Furniture","Chairs","Global Airflow Leather Mesh Back Chair, Black",603.92,5,75.49
"9/29/2017","Ann Steele","Texas","Office Supplies","Labels","Avery 499",7.968,2,2.5896
"9/29/2017","Ann Steele","Texas","Office Supplies","Envelopes","#10- 4 1/8"" x 9 1/2"" Recycled Envelopes",27.968,4,9.4392
"9/29/2017","Ann Steele","Texas","Technology","Machines","Wasp CCD Handheld Bar Code Reader",336.51,3,44.868
"3/10/2015","Toby Swindell","Texas","Office Supplies","Binders","Acco Suede Grain Vinyl Round Ring Binder",1.112,2,-1.8904
"5/21/2017","John Grady","New York","Furniture","Furnishings","Luxo Professional Magnifying Clamp-On Fluorescent Lamps",520.05,5,72.807
"5/21/2017","John Grady","New York","Office Supplies","Art","Bulldog Table or Wall-Mount Pencil Sharpener",17.97,3,5.2113
"3/29/2015","Sara Luxemburg","Florida","Furniture","Chairs","Hon 4070 Series Pagoda Armless Upholstered Stacking Chairs",1166.92,5,131.2785
"9/9/2016","Troy Staebel","New York","Office Supplies","Binders","Cardinal EasyOpen D-Ring Binders",14.624,2,5.484
"8/26/2016","Roland Fjeld","California","Office Supplies","Fasteners","Advantus SlideClip Paper Clips",10.23,3,4.9104
"8/26/2016","Roland Fjeld","California","Office Supplies","Paper","Xerox 1979",154.9,5,69.705
"5/21/2014","Mitch Willingham","Virginia","Office Supplies","Binders","Fellowes PB300 Plastic Comb Binding Machine",2715.93,7,1276.4871
"5/21/2014","Mitch Willingham","Virginia","Technology","Phones","Plantronics Voyager Pro Legend",617.97,3,173.0316
"10/28/2015","Rob Dowd","Kentucky","Office Supplies","Envelopes","Laser & Ink Jet Business Envelopes",10.67,1,4.9082
"10/28/2015","Rob Dowd","Kentucky","Office Supplies","Storage","Portable Personal File Box",36.63,3,9.8901
"10/28/2015","Rob Dowd","Kentucky","Furniture","Furnishings","Magna Visual Magnetic Picture Hangers",24.1,5,9.158
"10/28/2015","Rob Dowd","Kentucky","Furniture","Furnishings","C-Line Cubicle Keepers Polyproplyene Holder With Velcro Backings",33.11,7,12.9129
"11/13/2016","Frank Merwin","Washington","Office Supplies","Art","Boston 16801 Nautilus Battery Pencil Sharpener",44.02,2,11.4452
"7/31/2015","Rick Hansen","New York","Technology","Accessories","Plantronics CS510 - Over-the-Head monaural Wireless Headset System",2309.65,7,762.1845
"7/31/2015","Rick Hansen","New York","Furniture","Tables","Bevis Round Bullnose 29"" High Table Top",1090.782,7,-290.8752
"7/31/2015","Rick Hansen","New York","Office Supplies","Paper","Xerox 212",19.44,3,9.3312
"8/27/2015","Ryan Akin","California","Office Supplies","Storage","Fellowes Super Stor/Drawer Files",484.65,3,92.0835
"11/13/2015","Joe Kamberova","North Carolina","Office Supplies","Paper","Xerox 1910",115.296,3,40.3536
"11/6/2015","Meg Tillman","Arizona","Office Supplies","Envelopes","Redi-Strip #10 Envelopes, 4 1/8 x 9 1/2",7.08,3,2.478
"11/6/2015","Meg Tillman","Arizona","Office Supplies","Binders","UniKeep View Case Binders",4.401,3,-3.5208
"12/26/2017","Patrick O'Brill","Iowa","Office Supplies","Paper","Recycled Desk Saver Line ""While You Were Out"" Book, 5 1/2"" X 4""",44.75,5,20.585
"8/1/2017","Annie Thurman","Illinois","Technology","Phones","JBL Micro Wireless Portable Bluetooth Speaker",95.984,2,5.999
"11/24/2014","Vivek Gonzalez","California","Furniture","Furnishings","Eldon Delta Triangular Chair Mat, 52"" x 58"", Clear",151.72,4,27.3096
"6/17/2017","Philip Fox","Washington","Furniture","Furnishings","Howard Miller 13-3/4"" Diameter Brushed Chrome Round Wall Clock",155.25,3,46.575
"6/17/2017","Philip Fox","Washington","Office Supplies","Storage","Project Tote Personal File",14.03,1,4.0687
"12/21/2015","John Stevenson","Washington","Furniture","Tables","Bevis 36 x 72 Conference Tables",1618.37,13,356.0414
"12/21/2015","John Stevenson","Washington","Technology","Accessories","Enermax Acrylux Wireless Keyboard",99.6,1,36.852
"9/17/2015","Meg O'Connel","California","Office Supplies","Paper","Xerox 216",32.4,5,15.552
"7/6/2015","Kalyca Meade","New York","Furniture","Furnishings","G.E. Halogen Desk Lamp Bulbs",13.96,2,6.7008
"7/6/2015","Kalyca Meade","New York","Furniture","Furnishings","Howard Miller 11-1/2"" Diameter Ridgewood Wall Clock",155.82,3,63.8862
"7/6/2015","Kalyca Meade","New York","Technology","Phones","OtterBox Commuter Series Case - Samsung Galaxy S4",124.95,5,2.499
"7/6/2015","Kalyca Meade","New York","Office Supplies","Storage","Iceberg Mobile Mega Data/Printer Cart",601.65,5,156.429
"4/27/2015","Greg Tran","District of Columbia","Office Supplies","Art","Staples in misc. colors",22.74,3,8.8686
"4/27/2015","Greg Tran","District of Columbia","Furniture","Chairs","Global Comet Stacking Arm Chair",1267.53,3,316.8825
"4/27/2015","Greg Tran","District of Columbia","Technology","Machines","Cisco SPA525G2 5-Line IP Phone",1379.92,8,648.5624
"6/16/2015","Philip Brown","Pennsylvania","Office Supplies","Envelopes","Peel & Seel Envelopes",6.208,2,2.1728
"12/17/2017","Hallie Redmond","California","Office Supplies","Binders","GBC Plastic Binding Combs",11.808,2,4.2804
"1/11/2016","Deanra Eno","Ohio","Office Supplies","Paper","Xerox 2",15.552,3,5.4432
"1/11/2016","Deanra Eno","Ohio","Office Supplies","Paper","Xerox 1935",63.312,3,20.5764
"1/11/2016","Deanra Eno","Ohio","Technology","Phones","Cyber Acoustics AC-202b Speech Recognition Stereo Headset",15.588,2,-9.8724
"7/11/2014","Laura Armstrong","New Jersey","Office Supplies","Paper","Easy-staple paper",177.2,5,83.284
"7/11/2014","Laura Armstrong","New Jersey","Technology","Phones","Cisco SPA508G",197.97,3,57.4113
"7/11/2014","Laura Armstrong","New Jersey","Furniture","Chairs","Global Commerce Series High-Back Swivel/Tilt Chairs",854.94,3,213.735
"7/11/2014","Laura Armstrong","New Jersey","Furniture","Furnishings","9-3/4 Diameter Round Wall Clock",124.11,9,52.1262
"7/11/2014","Laura Armstrong","New Jersey","Office Supplies","Labels","Avery 514",14.4,5,7.056
"11/20/2016","Allen Goldenen","Ohio","Office Supplies","Paper","Southworth 25% Cotton Granite Paper & Envelopes",15.696,3,5.1012
"11/20/2016","Allen Goldenen","Ohio","Office Supplies","Binders","Acco 3-Hole Punch",2.628,2,-1.9272
"11/20/2016","Allen Goldenen","Ohio","Office Supplies","Binders","Avery Recycled Flexi-View Covers for Binding Systems",14.427,3,-10.5798
"4/22/2016","Ed Ludwig","Missouri","Furniture","Furnishings","Eldon Advantage Chair Mats for Low to Medium Pile Carpets",86.62,2,8.662
"6/13/2015","Jennifer Jackson","California","Office Supplies","Binders","Aluminum Screw Posts",36.624,3,13.734
"11/20/2017","Jennifer Halladay","North Carolina","Office Supplies","Art","Newell 336",23.968,7,2.6964
"11/20/2017","Jennifer Halladay","North Carolina","Office Supplies","Art","Staples in misc. colors",28.728,3,1.7955
"3/20/2016","Robert Dilbeck","Missouri","Furniture","Tables","Chromcraft Round Conference Tables",697.16,4,146.4036
"9/6/2016","Mary O'Rourke","New York","Technology","Accessories","Maxell 4.7GB DVD+RW 3/Pack",31.86,2,11.151
"9/6/2016","Mary O'Rourke","New York","Furniture","Bookcases","Atlantic Metals Mobile 5-Shelf Bookcases, Custom Colors",722.352,3,90.294
"7/9/2017","Noel Staavos","Illinois","Office Supplies","Art","Quartet Alpha White Chalk, 12/Pack",8.84,5,2.9835
"7/9/2017","Noel Staavos","Illinois","Office Supplies","Appliances","Belkin F9S820V06 8 Outlet Surge",58.464,9,-146.16
"10/12/2017","Steve Nguyen","Illinois","Furniture","Chairs","Global Stack Chair without Arms, Black",254.604,14,-18.186
"3/8/2016","Zuschuss Carroll","Florida","Technology","Phones","Cisco Unified IP Phone 7945G VoIP phone",1363.96,5,85.2475
"3/8/2016","Zuschuss Carroll","Florida","Furniture","Furnishings","Deflect-o DuraMat Lighweight, Studded, Beveled Mat for Low Pile Carpeting",102.36,3,-3.8385
"5/27/2014","Lena Creighton","California","Technology","Phones","Plantronics HL10 Handset Lifter",1113.504,12,125.2692
"5/27/2014","Lena Creighton","California","Technology","Accessories","Logitech Wireless Performance Mouse MX for PC and Mac",99.99,1,37.9962
"7/3/2015","Deirdre Greer","Pennsylvania","Furniture","Furnishings","Eldon Antistatic Chair Mats for Low to Medium Pile Carpets",168.464,2,-29.4812
"7/3/2015","Deirdre Greer","Pennsylvania","Office Supplies","Paper","Important Message Pads, 50 4-1/4 x 5-1/2 Forms per Pad",6.72,2,2.436
"7/3/2015","Deirdre Greer","Pennsylvania","Furniture","Furnishings","Howard Miller 12"" Round Wall Clock",282.888,9,56.5776
"4/4/2015","Nicole Fjeld","New York","Office Supplies","Art","DIXON Ticonderoga Erasable Checking Pencils",11.16,2,4.3524
"4/4/2015","Nicole Fjeld","New York","Furniture","Furnishings","Eldon Advantage Foldable Chair Mats for Low Pile Carpets",108.4,2,22.764
"4/4/2015","Nicole Fjeld","New York","Office Supplies","Binders","GBC Prestige Therm-A-Bind Covers",82.344,3,27.7911
"4/4/2015","Nicole Fjeld","New York","Office Supplies","Binders","Avery Round Ring Poly Binders",9.088,4,3.2944
"12/10/2017","Ben Peterman","California","Office Supplies","Binders","Avery Hole Reinforcements",19.936,4,7.2268
"12/10/2017","Ben Peterman","California","Office Supplies","Binders","Wilson Jones Ledger-Size, Piano-Hinge Binder, 2"", Blue",65.568,2,22.9488
"11/24/2016","Matthew Grinstein","Pennsylvania","Office Supplies","Fasteners","Stockwell Gold Paper Clips",4.416,3,1.6008
"3/23/2015","Julia Dunbar","Texas","Furniture","Chairs","Global Deluxe Steno Chair",107.772,2,-29.2524
"4/16/2015","Theresa Swint","Ohio","Office Supplies","Appliances","Belkin F9H710-06 7 Outlet SurgeMaster Surge Protector",45.216,3,4.5216
"4/16/2015","Theresa Swint","Ohio","Office Supplies","Fasteners","Super Bands, 12/Pack",10.416,7,-2.2134
"4/16/2015","Theresa Swint","Ohio","Office Supplies","Art","Crayola Colored Pencils",7.872,3,1.2792
"4/16/2015","Theresa Swint","Ohio","Technology","Phones","Plantronics 81402",118.782,3,-27.7158
"4/16/2015","Theresa Swint","Ohio","Office Supplies","Fasteners","Assorted Color Push Pins",1.448,1,0.2353
"4/16/2015","Theresa Swint","Ohio","Office Supplies","Binders","GBC Velobind Prepunched Cover Sets, Regency Series",55.47,5,-46.225
"10/1/2016","Brian DeCherney","California","Furniture","Chairs","Global Value Mid-Back Manager's Chair, Gray",194.848,4,12.178
"9/28/2017","Charles McCrossin","Texas","Office Supplies","Supplies","Staple remover",1.744,1,-0.3488
"7/25/2015","Ross Baird","Pennsylvania","Office Supplies","Binders","GBC Premium Transparent Covers with Diagonal Lined Pattern",25.176,4,-18.4624
"11/20/2015","Skye Norling","California","Office Supplies","Art","Newell 333",19.46,7,5.0596
"4/28/2016","Erica Hernandez","Colorado","Office Supplies","Paper","Xerox 1881",29.472,3,9.9468
"11/14/2017","Frank Olsen","New York","Office Supplies","Binders","3M Organizer Strips",8.64,2,3.024
"11/12/2016","Maurice Satty","Arizona","Office Supplies","Binders","Avery Durable Slant Ring Binders With Label Holder",6.27,5,-4.598
"11/12/2016","Maurice Satty","Arizona","Office Supplies","Binders","Round Ring Binders",4.368,7,-3.3488
"11/12/2016","Maurice Satty","Arizona","Technology","Accessories","Micropad Numeric Keypads",31.984,2,1.999
"9/29/2016","Chad Cunningham","Indiana","Office Supplies","Art","Newell 328",40.88,7,10.6288
"9/23/2017","Don Weiss","Washington","Office Supplies","Appliances","Belkin 8 Outlet SurgeMaster II Gold Surge Protector",119.96,2,33.5888
"9/23/2017","Don Weiss","Washington","Office Supplies","Storage","Sterilite Officeware Hinged File Box",31.44,3,8.4888
"9/23/2017","Don Weiss","Washington","Office Supplies","Binders","Avery Printable Repositionable Plastic Tabs",6.88,1,2.322
"11/29/2015","Bill Tyler","Michigan","Office Supplies","Paper","Easy-staple paper",19.92,4,9.3624
"11/29/2015","Bill Tyler","Michigan","Furniture","Chairs","Global High-Back Leather Tilter, Burgundy",1106.91,9,121.7601
"3/1/2016","Karen Daniels","New York","Furniture","Tables","Chromcraft Round Conference Tables",836.592,8,-264.9208
"3/1/2016","Karen Daniels","New York","Office Supplies","Paper","Easy-staple paper",26.38,1,12.1348
"3/1/2016","Karen Daniels","New York","Office Supplies","Storage","Adjustable Depth Letter/Legal Cart",362.92,2,105.2468
"3/1/2016","Karen Daniels","New York","Technology","Machines","Ativa V4110MDD Micro-Cut Shredder",4899.93,7,2400.9657
"8/12/2016","Lena Cacioppo","Iowa","Office Supplies","Paper","Xerox 224",6.48,1,3.1104
"8/15/2016","Craig Yedwab","California","Technology","Phones","Nokia Lumia 521 (T-Mobile)",71.976,3,7.1976
"8/15/2016","Craig Yedwab","California","Office Supplies","Labels","Avery 488",3.15,1,1.512
"6/4/2017","Lindsay Williams","North Carolina","Furniture","Furnishings","Telescoping Adjustable Floor Lamp",31.984,2,1.999
"6/4/2017","Lindsay Williams","North Carolina","Technology","Phones","Innergie mMini Combo Duo USB Travel Charging Kit",71.984,2,25.1944
"12/6/2015","Naresj Patel","California","Office Supplies","Art","Stanley Contemporary Battery Pencil Sharpeners",120.15,9,33.642
"12/6/2015","Naresj Patel","California","Technology","Phones","AT&T 1080 Corded phone",219.184,2,19.1786
"12/27/2015","Brad Thomas","Maryland","Office Supplies","Paper","Xerox 1950",28.9,5,14.161
"12/27/2015","Brad Thomas","Maryland","Office Supplies","Appliances","Kensington 7 Outlet MasterPiece Power Center",355.96,2,103.2284
"1/21/2017","Penelope Sewall","North Carolina","Office Supplies","Storage","Fellowes Mobile File Cart, Black",348.208,7,30.4682
"1/21/2017","Penelope Sewall","North Carolina","Office Supplies","Binders","GBC Recycled VeloBinder Covers",35.784,7,-28.6272
"6/25/2014","Noel Staavos","California","Furniture","Tables","Hon 4060 Series Tables",447.84,5,11.196
"6/14/2016","Paul Van Hugh","California","Office Supplies","Art","Newell 326",7.04,4,2.0416
"6/14/2016","Paul Van Hugh","California","Furniture","Furnishings","GE General Purpose, Extra Long Life, Showcase & Floodlight Incandescent Bulbs",8.73,3,4.1031
"6/14/2016","Paul Van Hugh","California","Technology","Accessories","Logitech ClearChat Comfort/USB Headset H390",29.29,1,9.6657
"6/14/2016","Paul Van Hugh","California","Office Supplies","Art","Newell 346",8.64,3,2.5056
"4/21/2017","Resi Pölking","Texas","Office Supplies","Binders","Avery Non-Stick Binders",2.694,3,-4.7145
"4/21/2017","Resi Pölking","Texas","Office Supplies","Binders","UniKeep View Case Binders",2.934,3,-4.9878
"10/21/2016","Neoma Murray","California","Office Supplies","Paper","Rediform Wirebound ""Phone Memo"" Message Book, 11 x 5-3/4",22.92,3,11.2308
